State,Year,Quarter,Level,Name,Registered Users
Karnataka,2020,1,District,dharwad,502446
Karnataka,2020,1,District,tumakuru,488995
Karnataka,2020,1,District,dakshina kannada,481992
Karnataka,2020,1,District,ballari,481004
Karnataka,2020,1,District,bengaluru rural,455608
Karnataka,2020,1,District,kalaburagi,402676
Karnataka,2020,1,District,kolar,361750
Karnataka,2020,1,Pincode,560068,361750
Karnataka,2020,1,Pincode,560078,361750
Karnataka,2020,1,Pincode,560076,361750
Karnataka,2020,1,Pincode,560037,361750
Karnataka,2020,1,Pincode,560100,361750
Karnataka,2020,1,Pincode,560043,361750
Karnataka,2020,1,Pincode,560058,361750
Karnataka,2020,1,Pincode,560091,361750
Karnataka,2020,1,Pincode,560064,361750
Karnataka,2020,1,Pincode,560079,361750
Karnataka,2020,2,District,bengaluru urban,8028070
Karnataka,2020,2,District,belagavi,849149
Karnataka,2020,2,District,mysuru,837003
Karnataka,2020,2,District,dharwad,554235
Karnataka,2020,2,District,tumakuru,552123
Karnataka,2020,2,District,dakshina kannada,543603
Karnataka,2020,2,District,ballari,537204
Karnataka,2020,2,District,bengaluru rural,496292
Karnataka,2020,2,District,kalaburagi,455786
Karnataka,2020,2,District,vijayapura,407483
Karnataka,2020,2,Pincode,560068,407483
Karnataka,2020,2,Pincode,560078,407483
Karnataka,2020,2,Pincode,560076,407483
Karnataka,2020,2,Pincode,560100,407483
Karnataka,2020,2,Pincode,560037,407483
Karnataka,2020,2,Pincode,560043,407483
Karnataka,2020,2,Pincode,560058,407483
Karnataka,2020,2,Pincode,560091,407483
Karnataka,2020,2,Pincode,560064,407483
Karnataka,2020,2,Pincode,560079,407483
Karnataka,2020,3,District,bengaluru urban,8611452
Karnataka,2020,3,District,belagavi,951629
Karnataka,2020,3,District,mysuru,923296
Karnataka,2020,3,District,tumakuru,618091
Karnataka,2020,3,District,dakshina kannada,617552
Karnataka,2020,3,District,dharwad,608659
Karnataka,2020,3,District,ballari,595935
Karnataka,2020,3,District,bengaluru rural,543893
Karnataka,2020,3,District,kalaburagi,507894
Karnataka,2020,3,District,vijayapura,458119
Karnataka,2020,3,Pincode,560068,458119
Karnataka,2020,3,Pincode,560078,458119
Karnataka,2020,3,Pincode,560076,458119
Karnataka,2020,3,Pincode,560100,458119
Karnataka,2020,3,Pincode,560037,458119
Karnataka,2020,3,Pincode,560043,458119
Karnataka,2020,3,Pincode,560058,458119
Karnataka,2020,3,Pincode,560091,458119
Karnataka,2020,3,Pincode,560064,458119
Karnataka,2020,3,Pincode,560079,458119
Karnataka,2020,4,District,bengaluru urban,9286243
Karnataka,2020,4,District,belagavi,1051934
Karnataka,2020,4,District,mysuru,1015945
Karnataka,2020,4,District,dakshina kannada,690826
Karnataka,2020,4,District,tumakuru,682441
Karnataka,2020,4,District,dharwad,663973
Karnataka,2020,4,District,ballari,654751
Karnataka,2020,4,District,bengaluru rural,593872
Karnataka,2020,4,District,kalaburagi,559718
Karnataka,2020,4,District,vijayapura,504403
Karnataka,2020,4,Pincode,560068,504403
Karnataka,2020,4,Pincode,560078,504403
Karnataka,2020,4,Pincode,560076,504403
Karnataka,2020,4,Pincode,560100,504403
Karnataka,2020,4,Pincode,560043,504403
Karnataka,2020,4,Pincode,560037,504403
Karnataka,2020,4,Pincode,560091,504403
Karnataka,2020,4,Pincode,560058,504403
Karnataka,2020,4,Pincode,560064,504403
Karnataka,2020,4,Pincode,560079,504403
Karnataka,2021,1,District,bengaluru urban,9955387
Karnataka,2021,1,District,belagavi,1132987
Karnataka,2021,1,District,mysuru,1094627
Karnataka,2021,1,District,dakshina kannada,746964
Karnataka,2021,1,District,tumakuru,736609
Karnataka,2021,1,District,dharwad,714056
Karnataka,2021,1,District,ballari,705364
Karnataka,2021,1,District,bengaluru rural,639890
Karnataka,2021,1,District,kalaburagi,602937
Karnataka,2021,1,District,vijayapura,543181
Karnataka,2021,1,Pincode,560068,543181
Karnataka,2021,1,Pincode,560078,543181
Karnataka,2021,1,Pincode,560076,543181
Karnataka,2021,1,Pincode,560043,543181
Karnataka,2021,1,Pincode,560100,543181
Karnataka,2021,1,Pincode,560091,543181
Karnataka,2021,1,Pincode,560058,543181
Karnataka,2021,1,Pincode,560037,543181
Karnataka,2021,1,Pincode,560064,543181
Karnataka,2021,1,Pincode,560079,543181
Karnataka,2021,2,District,bengaluru urban,10604609
Karnataka,2021,2,District,belagavi,1213293
Karnataka,2021,2,District,mysuru,1168608
Karnataka,2021,2,District,dakshina kannada,798331
Karnataka,2021,2,District,tumakuru,790148
Karnataka,2021,2,District,dharwad,763441
Karnataka,2021,2,District,ballari,755860
Karnataka,2021,2,District,bengaluru rural,684759
Karnataka,2021,2,District,kalaburagi,645639
Karnataka,2021,2,District,vijayapura,582278
Karnataka,2021,2,Pincode,560068,582278
Karnataka,2021,2,Pincode,560078,582278
Karnataka,2021,2,Pincode,560076,582278
Karnataka,2021,2,Pincode,560043,582278
Karnataka,2021,2,Pincode,560100,582278
Karnataka,2021,2,Pincode,560091,582278
Karnataka,2021,2,Pincode,560058,582278
Karnataka,2021,2,Pincode,560037,582278
Karnataka,2021,2,Pincode,560064,582278
Karnataka,2021,2,Pincode,560079,582278
Karnataka,2021,3,District,bengaluru urban,11321012
Karnataka,2021,3,District,belagavi,1304051
Karnataka,2021,3,District,mysuru,1250860
Karnataka,2021,3,District,dakshina kannada,855634
Karnataka,2021,3,District,tumakuru,850678
Karnataka,2021,3,District,dharwad,818797
Karnataka,2021,3,District,ballari,814170
Karnataka,2021,3,District,bengaluru rural,735551
Karnataka,2021,3,District,kalaburagi,694567
Karnataka,2021,3,District,vijayapura,627795
Karnataka,2021,3,Pincode,560068,627795
Karnataka,2021,3,Pincode,560078,627795
Karnataka,2021,3,Pincode,560076,627795
Karnataka,2021,3,Pincode,560043,627795
Karnataka,2021,3,Pincode,560100,627795
Karnataka,2021,3,Pincode,560058,627795
Karnataka,2021,3,Pincode,560091,627795
Karnataka,2021,3,Pincode,560037,627795
Karnataka,2021,3,Pincode,560064,627795
Karnataka,2021,3,Pincode,560079,627795
Karnataka,2021,4,District,bengaluru urban,12038775
Karnataka,2021,4,District,belagavi,1393290
Karnataka,2021,4,District,mysuru,1332579
Karnataka,2021,4,District,dakshina kannada,912133
Karnataka,2021,4,District,tumakuru,909976
Karnataka,2021,4,District,dharwad,873847
Karnataka,2021,4,District,ballari,871581
Karnataka,2021,4,District,bengaluru rural,785717
Karnataka,2021,4,District,kalaburagi,743146
Karnataka,2021,4,District,vijayapura,672340
Karnataka,2021,4,Pincode,560068,672340
Karnataka,2021,4,Pincode,560078,672340
Karnataka,2021,4,Pincode,560076,672340
Karnataka,2021,4,Pincode,560100,672340
Karnataka,2021,4,Pincode,560043,672340
Karnataka,2021,4,Pincode,560058,672340
Karnataka,2021,4,Pincode,560091,672340
Karnataka,2021,4,Pincode,560037,672340
Karnataka,2021,4,Pincode,560064,672340
Karnataka,2021,4,Pincode,560079,672340
Karnataka,2022,1,District,bengaluru urban,12707664
Karnataka,2022,1,District,belagavi,1477767
Karnataka,2022,1,District,mysuru,1410095
Karnataka,2022,1,District,tumakuru,966743
Karnataka,2022,1,District,dakshina kannada,965225
Karnataka,2022,1,District,ballari,926458
Karnataka,2022,1,District,dharwad,925787
Karnataka,2022,1,District,bengaluru rural,833284
Karnataka,2022,1,District,kalaburagi,788989
Karnataka,2022,1,District,vijayapura,714643
Karnataka,2022,1,Pincode,560068,714643
Karnataka,2022,1,Pincode,560078,714643
Karnataka,2022,1,Pincode,560076,714643
Karnataka,2022,1,Pincode,560100,714643
Karnataka,2022,1,Pincode,560043,714643
Karnataka,2022,1,Pincode,560058,714643
Karnataka,2022,1,Pincode,560091,714643
Karnataka,2022,1,Pincode,560037,714643
Karnataka,2022,1,Pincode,560064,714643
Karnataka,2022,1,Pincode,560079,714643
Karnataka,2022,2,District,bengaluru urban,13342916
Karnataka,2022,2,District,belagavi,1556041
Karnataka,2022,2,District,mysuru,1482427
Karnataka,2022,2,District,tumakuru,1018947
Karnataka,2022,2,District,dakshina kannada,1014820
Karnataka,2022,2,District,ballari,977999
Karnataka,2022,2,District,dharwad,974500
Karnataka,2022,2,District,bengaluru rural,877678
Karnataka,2022,2,District,kalaburagi,831684
Karnataka,2022,2,District,vijayapura,753598
Karnataka,2022,2,Pincode,560068,753598
Karnataka,2022,2,Pincode,560078,753598
Karnataka,2022,2,Pincode,560076,753598
Karnataka,2022,2,Pincode,560100,753598
Karnataka,2022,2,Pincode,560058,753598
Karnataka,2022,2,Pincode,560043,753598
Karnataka,2022,2,Pincode,560091,753598
Karnataka,2022,2,Pincode,560037,753598
Karnataka,2022,2,Pincode,560064,753598
Karnataka,2022,2,Pincode,560079,753598
Karnataka,2022,3,District,bengaluru urban,13997602
Karnataka,2022,3,District,belagavi,1635855
Karnataka,2022,3,District,mysuru,1556384
Karnataka,2022,3,District,tumakuru,1070793
Karnataka,2022,3,District,dakshina kannada,1065741
Karnataka,2022,3,District,ballari,1030428
Karnataka,2022,3,District,dharwad,1024771
Karnataka,2022,3,District,bengaluru rural,924127
Karnataka,2022,3,District,kalaburagi,874282
Karnataka,2022,3,District,vijayapura,792750
Karnataka,2022,3,Pincode,560068,792750
Karnataka,2022,3,Pincode,560078,792750
Karnataka,2022,3,Pincode,560076,792750
Karnataka,2022,3,Pincode,560100,792750
Karnataka,2022,3,Pincode,560058,792750
Karnataka,2022,3,Pincode,560043,792750
Karnataka,2022,3,Pincode,560091,792750
Karnataka,2022,3,Pincode,560037,792750
Karnataka,2022,3,Pincode,560064,792750
Karnataka,2022,3,Pincode,560079,792750
Karnataka,2022,4,District,bengaluru urban,14654455
Karnataka,2022,4,District,belagavi,1709145
Karnataka,2022,4,District,mysuru,1627802
Karnataka,2022,4,District,tumakuru,1118547
Karnataka,2022,4,District,dakshina kannada,1112661
Karnataka,2022,4,District,ballari,1079558
Karnataka,2022,4,District,dharwad,1073312
Karnataka,2022,4,District,bengaluru rural,968384
Karnataka,2022,4,District,kalaburagi,913258
Karnataka,2022,4,District,vijayapura,828346
Karnataka,2022,4,Pincode,560068,828346
Karnataka,2022,4,Pincode,560078,828346
Karnataka,2022,4,Pincode,560076,828346
Karnataka,2022,4,Pincode,560058,828346
Karnataka,2022,4,Pincode,560100,828346
Karnataka,2022,4,Pincode,560091,828346
Karnataka,2022,4,Pincode,560043,828346
Karnataka,2022,4,Pincode,560037,828346
Karnataka,2022,4,Pincode,560064,828346
Karnataka,2022,4,Pincode,560079,828346
Karnataka,2023,1,District,bengaluru urban,15290372
Karnataka,2023,1,District,belagavi,1785167
Karnataka,2023,1,District,mysuru,1698270
Karnataka,2023,1,District,tumakuru,1169009
Karnataka,2023,1,District,dakshina kannada,1159914
Karnataka,2023,1,District,ballari,1129725
Karnataka,2023,1,District,dharwad,1121054
Karnataka,2023,1,District,bengaluru rural,1012098
Karnataka,2023,1,District,kalaburagi,954489
Karnataka,2023,1,District,vijayapura,865920
Karnataka,2023,1,Pincode,560068,865920
Karnataka,2023,1,Pincode,560078,865920
Karnataka,2023,1,Pincode,560076,865920
Karnataka,2023,1,Pincode,560058,865920
Karnataka,2023,1,Pincode,560100,865920
Karnataka,2023,1,Pincode,560091,865920
Karnataka,2023,1,Pincode,560043,865920
Karnataka,2023,1,Pincode,560037,865920
Karnataka,2023,1,Pincode,560064,865920
Karnataka,2023,1,Pincode,560079,865920
Karnataka,2023,2,District,bengaluru urban,15812243
Karnataka,2023,2,District,belagavi,1857344
Karnataka,2023,2,District,mysuru,1762422
Karnataka,2023,2,District,tumakuru,1217798
Karnataka,2023,2,District,dakshina kannada,1203271
Karnataka,2023,2,District,ballari,1176489
Karnataka,2023,2,District,dharwad,1163908
Karnataka,2023,2,District,bengaluru rural,1051872
Karnataka,2023,2,District,kalaburagi,994209
Karnataka,2023,2,District,vijayapura,903119
Karnataka,2023,2,Pincode,560068,903119
Karnataka,2023,2,Pincode,560078,903119
Karnataka,2023,2,Pincode,560076,903119
Karnataka,2023,2,Pincode,560058,903119
Karnataka,2023,2,Pincode,560100,903119
Karnataka,2023,2,Pincode,560091,903119
Karnataka,2023,2,Pincode,560043,903119
Karnataka,2023,2,Pincode,560037,903119
Karnataka,2023,2,Pincode,560064,903119
Karnataka,2023,2,Pincode,560079,903119
Karnataka,2023,3,District,bengaluru urban,16382332
Karnataka,2023,3,District,belagavi,1932291
Karnataka,2023,3,District,mysuru,1828718
Karnataka,2023,3,District,tumakuru,1266959
Karnataka,2023,3,District,dakshina kannada,1248816
Karnataka,2023,3,District,ballari,1225188
Karnataka,2023,3,District,dharwad,1209368
Karnataka,2023,3,District,bengaluru rural,1093777
Karnataka,2023,3,District,kalaburagi,1035286
Karnataka,2023,3,District,vijayapura,940972
Karnataka,2023,3,Pincode,560068,940972
Karnataka,2023,3,Pincode,560078,940972
Karnataka,2023,3,Pincode,560076,940972
Karnataka,2023,3,Pincode,560058,940972
Karnataka,2023,3,Pincode,560100,940972
Karnataka,2023,3,Pincode,560091,940972
Karnataka,2023,3,Pincode,560043,940972
Karnataka,2023,3,Pincode,560037,940972
Karnataka,2023,3,Pincode,560064,940972
Karnataka,2023,3,Pincode,560079,940972
Karnataka,2023,4,District,bengaluru urban,16895567
Karnataka,2023,4,District,belagavi,2003090
Karnataka,2023,4,District,mysuru,1890549
Karnataka,2023,4,District,tumakuru,1312600
Karnataka,2023,4,District,dakshina kannada,1290406
Karnataka,2023,4,District,ballari,1271327
Karnataka,2023,4,District,dharwad,1251728
Karnataka,2023,4,District,bengaluru rural,1132084
Karnataka,2023,4,District,kalaburagi,1074402
Karnataka,2023,4,District,vijayapura,976055
Karnataka,2023,4,Pincode,560068,976055
Karnataka,2023,4,Pincode,560078,976055
Karnataka,2023,4,Pincode,560076,976055
Karnataka,2023,4,Pincode,560058,976055
Karnataka,2023,4,Pincode,560100,976055
Karnataka,2023,4,Pincode,560091,976055
Karnataka,2023,4,Pincode,560043,976055
Karnataka,2023,4,Pincode,560037,976055
Karnataka,2023,4,Pincode,560064,976055
Karnataka,2023,4,Pincode,560079,976055
Karnataka,2024,1,District,bengaluru urban,17506580
Karnataka,2024,1,District,belagavi,2084358
Karnataka,2024,1,District,mysuru,1962181
Karnataka,2024,1,District,tumakuru,1365972
Karnataka,2024,1,District,dakshina kannada,1339128
Karnataka,2024,1,District,ballari,1324531
Karnataka,2024,1,District,dharwad,1300731
Karnataka,2024,1,District,bengaluru rural,1176781
Karnataka,2024,1,District,kalaburagi,1119845
Karnataka,2024,1,District,vijayapura,1016964
Karnataka,2024,1,Pincode,560068,1016964
Karnataka,2024,1,Pincode,560078,1016964
Karnataka,2024,1,Pincode,560076,1016964
Karnataka,2024,1,Pincode,560058,1016964
Karnataka,2024,1,Pincode,560100,1016964
Karnataka,2024,1,Pincode,560091,1016964
Karnataka,2024,1,Pincode,560043,1016964
Karnataka,2024,1,Pincode,560037,1016964
Karnataka,2024,1,Pincode,560064,1016964
Karnataka,2024,1,Pincode,560079,1016964
Karnataka,2024,2,District,bengaluru urban,18127475
Karnataka,2024,2,District,belagavi,2164310
Karnataka,2024,2,District,mysuru,2034847
Karnataka,2024,2,District,tumakuru,1417721
Karnataka,2024,2,District,dakshina kannada,1387237
Karnataka,2024,2,District,ballari,1376117
Karnataka,2024,2,District,dharwad,1349889
Karnataka,2024,2,District,bengaluru rural,1220937
Karnataka,2024,2,District,kalaburagi,1163673
Karnataka,2024,2,District,vijayapura,1056257
Karnataka,2024,2,Pincode,560068,1056257
Karnataka,2024,2,Pincode,560078,1056257
Karnataka,2024,2,Pincode,560076,1056257
Karnataka,2024,2,Pincode,560058,1056257
Karnataka,2024,2,Pincode,560100,1056257
Karnataka,2024,2,Pincode,560091,1056257
Karnataka,2024,2,Pincode,560043,1056257
Karnataka,2024,2,Pincode,560037,1056257
Karnataka,2024,2,Pincode,560064,1056257
Karnataka,2024,2,Pincode,560079,1056257
Karnataka,2024,3,District,bengaluru urban,17566351
Karnataka,2024,3,District,belagavi,2164342
Karnataka,2024,3,District,mysuru,2094684
Karnataka,2024,3,District,tumakuru,1407640
Karnataka,2024,3,District,dakshina kannada,1342395
Karnataka,2024,3,District,dharwad,1269822
Karnataka,2024,3,District,bengaluru rural,1261422
Karnataka,2024,3,District,kalaburagi,1192941
Karnataka,2024,3,District,vijayapura,1095925
Karnataka,2024,3,District,kolar,987151
Karnataka,2024,3,Pincode,560068,987151
Karnataka,2024,3,Pincode,560100,987151
Karnataka,2024,3,Pincode,560091,987151
Karnataka,2024,3,Pincode,560037,987151
Karnataka,2024,3,Pincode,560066,987151
Karnataka,2024,3,Pincode,560076,987151
Karnataka,2024,3,Pincode,560064,987151
Karnataka,2024,3,Pincode,560077,987151
Karnataka,2024,3,Pincode,560078,987151
Karnataka,2024,3,Pincode,560099,987151
Karnataka,2024,4,District,bengaluru urban,18101416
Karnataka,2024,4,District,belagavi,2239598
Karnataka,2024,4,District,mysuru,2146289
Karnataka,2024,4,District,tumakuru,1447778
Karnataka,2024,4,District,dakshina kannada,1381747
Karnataka,2024,4,District,dharwad,1311584
Karnataka,2024,4,District,bengaluru rural,1297209
Karnataka,2024,4,District,kalaburagi,1235497
Karnataka,2024,4,District,vijayapura,1133948
Karnataka,2024,4,District,kolar,1014848
Karnataka,2024,4,Pincode,560068,1014848
Karnataka,2024,4,Pincode,560100,1014848
Karnataka,2024,4,Pincode,560091,1014848
Karnataka,2024,4,Pincode,560037,1014848
Karnataka,2024,4,Pincode,560066,1014848
Karnataka,2024,4,Pincode,560076,1014848
Karnataka,2024,4,Pincode,560064,1014848
Karnataka,2024,4,Pincode,560077,1014848
Karnataka,2024,4,Pincode,560078,1014848
Karnataka,2024,4,Pincode,560099,1014848
Kerala,2018,1,District,ernakulam,159188
Kerala,2018,1,District,malappuram,86063
Kerala,2018,1,District,kozhikode,83422
Kerala,2018,1,District,thiruvananthapuram,81846
Kerala,2018,1,District,thrissur,67247
Kerala,2018,1,District,kannur,54093
Kerala,2018,1,District,palakkad,51507
Kerala,2018,1,District,kottayam,43142
Kerala,2018,1,District,kollam,41946
Kerala,2018,1,District,alappuzha,39275
Kerala,2018,1,Pincode,682042,39275
Kerala,2018,1,Pincode,682024,39275
Kerala,2018,1,Pincode,695001,39275
Kerala,2018,1,Pincode,682025,39275
Kerala,2018,1,Pincode,682020,39275
Kerala,2018,1,Pincode,682035,39275
Kerala,2018,1,Pincode,673032,39275
Kerala,2018,1,Pincode,682032,39275
Kerala,2018,1,Pincode,682301,39275
Kerala,2018,1,Pincode,673016,39275
Kerala,2018,2,District,ernakulam,211942
Kerala,2018,2,District,thiruvananthapuram,115732
Kerala,2018,2,District,malappuram,110526
Kerala,2018,2,District,kozhikode,110167
Kerala,2018,2,District,thrissur,91046
Kerala,2018,2,District,kannur,72388
Kerala,2018,2,District,palakkad,71303
Kerala,2018,2,District,kottayam,60088
Kerala,2018,2,District,kollam,59777
Kerala,2018,2,District,alappuzha,54864
Kerala,2018,2,Pincode,682042,54864
Kerala,2018,2,Pincode,682024,54864
Kerala,2018,2,Pincode,695001,54864
Kerala,2018,2,Pincode,682025,54864
Kerala,2018,2,Pincode,682020,54864
Kerala,2018,2,Pincode,682035,54864
Kerala,2018,2,Pincode,682032,54864
Kerala,2018,2,Pincode,673032,54864
Kerala,2018,2,Pincode,682301,54864
Kerala,2018,2,Pincode,673016,54864
Kerala,2018,3,District,ernakulam,263779
Kerala,2018,3,District,thiruvananthapuram,147475
Kerala,2018,3,District,kozhikode,136469
Kerala,2018,3,District,malappuram,134338
Kerala,2018,3,District,thrissur,115170
Kerala,2018,3,District,kannur,91537
Kerala,2018,3,District,palakkad,91071
Kerala,2018,3,District,kottayam,77331
Kerala,2018,3,District,kollam,77192
Kerala,2018,3,District,alappuzha,71052
Kerala,2018,3,Pincode,682042,71052
Kerala,2018,3,Pincode,682024,71052
Kerala,2018,3,Pincode,695001,71052
Kerala,2018,3,Pincode,682025,71052
Kerala,2018,3,Pincode,682020,71052
Kerala,2018,3,Pincode,682035,71052
Kerala,2018,3,Pincode,682032,71052
Kerala,2018,3,Pincode,673032,71052
Kerala,2018,3,Pincode,682301,71052
Kerala,2018,3,Pincode,673016,71052
Kerala,2018,4,District,ernakulam,341257
Kerala,2018,4,District,thiruvananthapuram,194677
Kerala,2018,4,District,kozhikode,176204
Kerala,2018,4,District,malappuram,172300
Kerala,2018,4,District,thrissur,151138
Kerala,2018,4,District,palakkad,118587
Kerala,2018,4,District,kannur,117999
Kerala,2018,4,District,kollam,102686
Kerala,2018,4,District,kottayam,100756
Kerala,2018,4,District,alappuzha,93494
Kerala,2018,4,Pincode,682042,93494
Kerala,2018,4,Pincode,682024,93494
Kerala,2018,4,Pincode,695001,93494
Kerala,2018,4,Pincode,682025,93494
Kerala,2018,4,Pincode,682020,93494
Kerala,2018,4,Pincode,682032,93494
Kerala,2018,4,Pincode,682035,93494
Kerala,2018,4,Pincode,673032,93494
Kerala,2018,4,Pincode,682301,93494
Kerala,2018,4,Pincode,673004,93494
Kerala,2019,1,District,ernakulam,409812
Kerala,2019,1,District,thiruvananthapuram,239634
Kerala,2019,1,District,kozhikode,212403
Kerala,2019,1,District,malappuram,206857
Kerala,2019,1,District,thrissur,184516
Kerala,2019,1,District,palakkad,145211
Kerala,2019,1,District,kannur,143289
Kerala,2019,1,District,kollam,125697
Kerala,2019,1,District,kottayam,121975
Kerala,2019,1,District,alappuzha,114882
Kerala,2019,1,Pincode,682042,114882
Kerala,2019,1,Pincode,682024,114882
Kerala,2019,1,Pincode,695001,114882
Kerala,2019,1,Pincode,682025,114882
Kerala,2019,1,Pincode,682020,114882
Kerala,2019,1,Pincode,682035,114882
Kerala,2019,1,Pincode,682032,114882
Kerala,2019,1,Pincode,673032,114882
Kerala,2019,1,Pincode,682301,114882
Kerala,2019,1,Pincode,673004,114882
Kerala,2019,2,District,ernakulam,479320
Kerala,2019,2,District,thiruvananthapuram,288292
Kerala,2019,2,District,kozhikode,251348
Kerala,2019,2,District,malappuram,243384
Kerala,2019,2,District,thrissur,220648
Kerala,2019,2,District,palakkad,174037
Kerala,2019,2,District,kannur,172894
Kerala,2019,2,District,kollam,152841
Kerala,2019,2,District,kottayam,145387
Kerala,2019,2,District,alappuzha,139046
Kerala,2019,2,Pincode,682042,139046
Kerala,2019,2,Pincode,695001,139046
Kerala,2019,2,Pincode,682024,139046
Kerala,2019,2,Pincode,682025,139046
Kerala,2019,2,Pincode,682020,139046
Kerala,2019,2,Pincode,682035,139046
Kerala,2019,2,Pincode,682032,139046
Kerala,2019,2,Pincode,673032,139046
Kerala,2019,2,Pincode,682301,139046
Kerala,2019,2,Pincode,673016,139046
Kerala,2019,3,District,ernakulam,553200
Kerala,2019,3,District,thiruvananthapuram,340900
Kerala,2019,3,District,kozhikode,294333
Kerala,2019,3,District,malappuram,282514
Kerala,2019,3,District,thrissur,259366
Kerala,2019,3,District,kannur,204129
Kerala,2019,3,District,palakkad,202761
Kerala,2019,3,District,kollam,183743
Kerala,2019,3,District,kottayam,169581
Kerala,2019,3,District,alappuzha,166845
Kerala,2019,3,Pincode,682042,166845
Kerala,2019,3,Pincode,695001,166845
Kerala,2019,3,Pincode,682024,166845
Kerala,2019,3,Pincode,682025,166845
Kerala,2019,3,Pincode,682020,166845
Kerala,2019,3,Pincode,682035,166845
Kerala,2019,3,Pincode,682032,166845
Kerala,2019,3,Pincode,673032,166845
Kerala,2019,3,Pincode,682301,166845
Kerala,2019,3,Pincode,673016,166845
Kerala,2019,4,District,ernakulam,633101
Kerala,2019,4,District,thiruvananthapuram,400110
Kerala,2019,4,District,kozhikode,345534
Kerala,2019,4,District,malappuram,333816
Kerala,2019,4,District,thrissur,302503
Kerala,2019,4,District,kannur,240296
Kerala,2019,4,District,palakkad,237650
Kerala,2019,4,District,kollam,221687
Kerala,2019,4,District,alappuzha,198940
Kerala,2019,4,District,kottayam,197540
Kerala,2019,4,Pincode,682042,197540
Kerala,2019,4,Pincode,695001,197540
Kerala,2019,4,Pincode,682024,197540
Kerala,2019,4,Pincode,682025,197540
Kerala,2019,4,Pincode,682020,197540
Kerala,2019,4,Pincode,682035,197540
Kerala,2019,4,Pincode,682032,197540
Kerala,2019,4,Pincode,673032,197540
Kerala,2019,4,Pincode,682301,197540
Kerala,2019,4,Pincode,673016,197540
Kerala,2020,1,District,ernakulam,716945
Kerala,2020,1,District,thiruvananthapuram,466301
Kerala,2020,1,District,kozhikode,404139
Kerala,2020,1,District,malappuram,387405
Kerala,2020,1,District,thrissur,349437
Kerala,2020,1,District,kannur,282719
Kerala,2020,1,District,palakkad,277861
Kerala,2020,1,District,kollam,265751
Kerala,2020,1,District,alappuzha,235048
Kerala,2020,1,District,kottayam,229263
Kerala,2020,1,Pincode,682042,229263
Kerala,2020,1,Pincode,695001,229263
Kerala,2020,1,Pincode,682024,229263
Kerala,2020,1,Pincode,682025,229263
Kerala,2020,1,Pincode,682020,229263
Kerala,2020,1,Pincode,682035,229263
Kerala,2020,1,Pincode,682032,229263
Kerala,2020,1,Pincode,673032,229263
Kerala,2020,1,Pincode,682301,229263
Kerala,2020,1,Pincode,670645,229263
Kerala,2020,2,District,ernakulam,798771
Kerala,2020,2,District,thiruvananthapuram,536574
Kerala,2020,2,District,kozhikode,469436
Kerala,2020,2,District,malappuram,445757
Kerala,2020,2,District,thrissur,403662
Kerala,2020,2,District,kannur,338685
Kerala,2020,2,District,palakkad,324519
Kerala,2020,2,District,kollam,318727
Kerala,2020,2,District,alappuzha,274531
Kerala,2020,2,District,kottayam,265591
Kerala,2020,2,Pincode,682042,265591
Kerala,2020,2,Pincode,695001,265591
Kerala,2020,2,Pincode,682024,265591
Kerala,2020,2,Pincode,682025,265591
Kerala,2020,2,Pincode,682020,265591
Kerala,2020,2,Pincode,682035,265591
Kerala,2020,2,Pincode,670645,265591
Kerala,2020,2,Pincode,682032,265591
Kerala,2020,2,Pincode,673032,265591
Kerala,2020,2,Pincode,682301,265591
Kerala,2020,3,District,ernakulam,917356
Kerala,2020,3,District,thiruvananthapuram,624681
Kerala,2020,3,District,kozhikode,554275
Kerala,2020,3,District,malappuram,533108
Kerala,2020,3,District,thrissur,479671
Kerala,2020,3,District,kannur,400107
Kerala,2020,3,District,kollam,385866
Kerala,2020,3,District,palakkad,384712
Kerala,2020,3,District,alappuzha,330393
Kerala,2020,3,District,kottayam,311954
Kerala,2020,3,Pincode,682042,311954
Kerala,2020,3,Pincode,695001,311954
Kerala,2020,3,Pincode,682024,311954
Kerala,2020,3,Pincode,682025,311954
Kerala,2020,3,Pincode,682020,311954
Kerala,2020,3,Pincode,682035,311954
Kerala,2020,3,Pincode,670645,311954
Kerala,2020,3,Pincode,682032,311954
Kerala,2020,3,Pincode,673032,311954
Kerala,2020,3,Pincode,682301,311954
Kerala,2020,4,District,ernakulam,1039584
Kerala,2020,4,District,thiruvananthapuram,708948
Kerala,2020,4,District,kozhikode,635320
Kerala,2020,4,District,malappuram,619218
Kerala,2020,4,District,thrissur,548425
Kerala,2020,4,District,kannur,457911
Kerala,2020,4,District,kollam,442546
Kerala,2020,4,District,palakkad,439597
Kerala,2020,4,District,alappuzha,377772
Kerala,2020,4,District,kottayam,357079
Kerala,2020,4,Pincode,682042,357079
Kerala,2020,4,Pincode,695001,357079
Kerala,2020,4,Pincode,682024,357079
Kerala,2020,4,Pincode,682025,357079
Kerala,2020,4,Pincode,682020,357079
Kerala,2020,4,Pincode,670645,357079
Kerala,2020,4,Pincode,682035,357079
Kerala,2020,4,Pincode,682032,357079
Kerala,2020,4,Pincode,673032,357079
Kerala,2020,4,Pincode,673592,357079
Kerala,2021,1,District,ernakulam,1126122
Kerala,2021,1,District,thiruvananthapuram,767813
Kerala,2021,1,District,kozhikode,691148
